Mussel,Finfish,Kelp ,Halibut ,Viewshed_max,Benthic ,Disease 
6.27E+07,4.32E+06,0,889.3,1674.8,0.62371,0.091133
6.12E+07,0,0,797.51,1792.6,0,0
6.49E+07,1.39E+06,0,811.23,132.68,0.55435,0.091133
6.47E+07,1.71E+06,0,855.34,833.98,0.56874,0.091133
6.45E+07,3.11E+06,0,886.03,1244.3,0.58244,0.091133
6.37E+07,3.75E+06,0,910.89,1513.9,0.59706,0.091133
6.30E+07,4.42E+06,0,925.32,1809.5,0.61596,0.091133
6.17E+07,4.97E+06,0,884.28,2505.8,0.63405,0.091133
6.49E+07,1.22E+06,0,771.31,0,0.54888,0.091133
6.46E+07,1.49E+06,0,837.72,907.61,0.56509,0.091133
6.41E+07,1.88E+06,0,868.71,1571.1,0.57705,0.091133
6.40E+07,3.30E+06,0,898.28,2088.5,0.59093,0.091133
6.30E+07,3.96E+06,0,922.57,2602.7,0.60726,0.091133
6.17E+07,4.64E+06,0,900.84,3186.9,0.62814,0.091133
5.98E+07,0,0,866.62,4063,0,0
5.59E+07,0,0,734.5,4522.7,0,0
6.49E+07,9.52E+05,0,738.41,0,0.54493,0.063789
6.41E+07,1.36E+06,0,811.66,959.17,0.5611,0.091133
6.38E+07,1.70E+06,0,849.46,2423.8,0.57359,0.091133
6.40E+07,3.24E+06,0,882.37,3595.3,0.58714,0.091133
6.32E+07,3.73E+06,0,912.04,4470.1,0.60189,0.091133
6.19E+07,4.41E+06,0,912.22,5403.1,0.62086,0.091133
5.93E+07,0,0,872.01,5907.3,0,0
5.66E+07,0,0,792.19,6245.4,0,0
6.46E+07,1.03E+06,0,781.35,1002.6,0.55988,0.063789
6.41E+07,1.52E+06,0,819.75,2918.3,0.57221,0.063789
6.39E+07,2.87E+06,0,852.84,4226.8,0.5845,0.091133
6.29E+07,3.50E+06,0,882.59,5473.7,0.59792,0.091133
6.17E+07,3.98E+06,0,892.89,6343,0.6151,0.091133
5.97E+07,4.79E+06,0,842.62,7278.3,0.63387,0.091133
5.77E+07,0,0,787.13,7432.2,0,0
6.48E+07,7.61E+05,0,743.38,1146.6,0.56228,0.063789
6.40E+07,1.19E+06,0,788.18,3294.3,0.57514,0.063789
6.33E+07,1.71E+06,0,814.18,4705.1,0.58426,0.063789
6.26E+07,3.25E+06,0,843.68,3770.8,0.59897,0.063789
6.13E+07,3.70E+06,0,848.41,6462.8,0.61365,0.091133
5.94E+07,4.32E+06,0,772.15,7373.4,0.63238,0.091133
5.76E+07,0,0,728.31,8235,0,0
6.76E+07,0,0,437.18,481.18,0,0
6.65E+07,0,0,426.7,512.5,0,0
6.67E+07,0,0,326.79,405.41,0,0
6.68E+07,0,0,357.53,439.41,0,0
6.55E+07,0,0,568.33,416.92,0,0
6.50E+07,2.63E+05,0,671.61,557.13,0.55157,0.063789
6.45E+07,6.12E+05,0,725.66,995.68,0.5668,0.063789
6.37E+07,1.03E+06,0,756.25,2470.9,0.57995,0.063789
6.30E+07,2.42E+06,0,779.86,4240.6,0.58948,0.063789
6.20E+07,2.94E+06,0,798.63,5579.7,0.60018,0.063789
6.06E+07,3.50E+06,0,788.14,6281.3,0.61508,0.063789
5.82E+07,4.26E+06,0,686.99,6928.1,0.63393,0.063789
5.69E+07,0,0,607.52,7426.2,0,0
6.73E+07,0,0,352.78,494.38,0,0
6.59E+07,0,0,401.98,570.57,0,0
6.59E+07,0,0,435.99,558.63,0,0
6.48E+07,0,0,465.24,613.76,0,0
6.43E+07,0,0,485.19,643.13,0,0
6.46E+07,0,0,496.75,554.22,0,0
6.49E+07,0,0,505.29,441.01,0,0
6.52E+07,0,0,512.46,427.83,0,0
6.53E+07,0,0,523.03,455.9,0,0
6.53E+07,0,0,531.61,443.73,0,0
6.53E+07,0,0,540.3,461.44,0,0
6.54E+07,0,0,554.4,416.5,0,0
6.51E+07,0,0,576.96,382.77,0,0
6.49E+07,0,0,604.24,429.5,0,0
6.44E+07,0,0,641.26,437.43,0,0
6.39E+07,92992,0,666.2,579.85,0.5649,0.063789
6.34E+07,1.39E+06,0,684.97,877.64,0.57508,0.063789
6.27E+07,1.77E+06,0,707.89,1622.5,0.5838,0.063789
6.14E+07,2.17E+06,0,727.93,2948.5,0.59361,0.063789
6.02E+07,2.76E+06,0,733.3,4090,0.60495,0.063789
5.57E+07,3.25E+06,0,702.36,4626.8,0.61723,0.063789
5.68E+07,0,0,555.33,5012.4,0,0
5.55E+07,0,0,425.58,5553.8,0,0
5.33E+07,0,0,354.67,6606.3,0,0
6.95E+07,0,0,413.05,288.92,0,0
6.92E+07,0,0,446.8,330.51,0,0
6.65E+07,0,0,0,636.79,0,0
6.59E+07,0,0,0,603.5,0,0
6.65E+07,0,0,0,644.61,0,0
6.57E+07,0,0,101.74,687.99,0,0
6.35E+07,0,0,205.31,790.18,0,0
6.25E+07,0,0,306.96,666.46,0,0
6.07E+07,0,0,389.43,570.5,0,0
6.04E+07,0,0,436.91,533.85,0,0
6.12E+07,1.39E+06,0,473.63,515.22,0.59673,0.025432
6.15E+07,0,0,508.57,490.65,0,0
6.11E+07,0,0,554.68,487.19,0,0
6.09E+07,0,0,575.33,539.46,0,0
6.04E+07,0,0,590.8,529.36,0,0
5.98E+07,9.98E+05,0,592.19,567.4,0.57925,0.063789
5.91E+07,1.34E+06,0,604.2,853.2,0.5856,0.063789
5.87E+07,1.68E+06,0,617.66,1062.3,0.59264,0.063789
5.80E+07,2.21E+06,0,622.62,1647.9,0.60232,0.063789
5.69E+07,2.58E+06,0,571.23,2296.8,0.61427,0.063789
5.61E+07,3.16E+06,0,517.65,3126.4,0.62558,0.063789
5.46E+07,0,0,310.45,3307.3,0,0
5.28E+07,0,0,211.76,3457.2,0,0
7.17E+07,0,0,363.02,112.34,0,0
7.13E+07,0,0,452.54,126.75,0,0
7.10E+07,0,0,507,135.64,0,0
7.06E+07,0,0,521.25,148.41,0,0
7.02E+07,0,0,522.14,168.46,0,0
6.96E+07,0,0,421.06,228.75,0,0
6.96E+07,0,0,186.01,284.6,0,0
4.38E+07,0,0,0,580.1,0,0
6.28E+07,0,0,0,99535,0,0
6.26E+07,0,0,27.674,99382,0,0
6.23E+07,0,0,146.61,99337,0,0
6.21E+07,0,0,219.38,99256,0,0
6.14E+07,2.09E+06,0,272.2,531.06,0.5912,0.025432
6.06E+07,0,0,345.17,605.52,0,0
6.07E+07,1.57E+05,0,376.75,615.57,0.59334,0.025432
5.93E+07,8.07E+05,0,401,637.79,0.59711,0.025432
5.79E+07,1.26E+06,0,414.66,745.74,0.60042,0.063789
5.79E+07,1.58E+06,0,375.44,896.49,0.60718,0.063789
5.70E+07,2.01E+06,0,297.45,1120.3,0.61667,0.063789
5.60E+07,0,0,205.09,1295.6,0,0
5.39E+07,0,0,145.35,1628,0,0
5.04E+07,0,0,12.235,2129.8,0,0
7.32E+07,0,0,176.42,86.668,0,0
7.28E+07,0,0,396.46,104.02,0,0
7.17E+07,0,0,552.81,159.49,0,0
7.13E+07,0,0,550.12,172.22,0,0
7.06E+07,0,0,529.48,4.77E+05,0,0
7.03E+07,0,0,456.02,4.77E+05,0,0
7.00E+07,0,0,166.83,4.77E+05,0,0
6.93E+07,0,0,0,4.77E+05,0,0
6.86E+07,0,0,0,1.66E+05,0,0
6.80E+07,0,0,0,1.66E+05,0,0
6.13E+07,0,0,0,99262,0,0
6.03E+07,0,0,0,99204,0,0
6.06E+07,0,0,0,550.68,0,0
5.99E+07,0,0,0,602.38,0,0
5.60E+07,0,0,0,633.97,0,0
5.43E+07,0,0,0,747.12,0,0
5.34E+07,0,0,0,774.16,0,0
7.32E+07,0,0,421.87,107.65,0,0
7.32E+07,0,0,535.98,124.73,0,0
7.28E+07,0,0,547.32,139.33,0,0
7.21E+07,0,0,509.69,217.61,0,0
7.17E+07,0,0,358.84,213.95,0,0
7.14E+07,0,0,0,4.77E+05,0,0
7.04E+07,0,0,0,4.77E+05,0,0
7.00E+07,0,0,0,4.77E+05,0,0
7.29E+07,0,0,479.26,4.53E+05,0,0
7.32E+07,0,0,550.88,4.53E+05,0,0
7.28E+07,0,0,516.65,4.53E+05,0,0
7.28E+07,0,0,179.83,4.53E+05,0,0
7.21E+07,0,0,0,242.19,0,0
7.20E+07,0,0,378.88,82.14,0,0
7.23E+07,0,0,539.12,4.53E+05,0,0
7.26E+07,0,0,524.83,4.53E+05,0,0
7.32E+07,0,0,340.03,4.53E+05,0,0
7.29E+07,0,0,0,4.53E+05,0,0
7.00E+07,0,0,451.21,21.879,0,0
7.14E+07,0,0,525.08,9.05E+05,0,0
7.20E+07,0,0,406.57,9.05E+05,0,0
7.23E+07,0,0,0,4.53E+05,0,0
7.26E+07,0,0,0,4.53E+05,0,0
6.98E+07,0,0,560.58,46.672,0,0
6.98E+07,0,0,532.33,28.844,0,0
6.98E+07,0,0,510.06,34.044,0,0
6.94E+07,0,0,546.5,57.576,0,0
7.15E+07,0,0,0,9.05E+05,0,0
7.18E+07,0,0,0,9.05E+05,0,0
6.93E+07,0,0,619.7,209.22,0,0
6.84E+07,0,0,598.17,326.72,0,0
6.86E+07,0,0,558.38,231.04,0,0
6.89E+07,0,0,514.93,264.81,0,0
6.89E+07,0,0,473.75,185.73,0,0
6.89E+07,0,0,398.18,64.468,0,0
7.00E+07,0,0,724.19,579.86,0,0
6.93E+07,0,0,685.14,652.87,0,0
6.84E+07,0,0,625.97,611.96,0,0
6.78E+07,0,0,574.78,565.26,0,0
6.78E+07,0,0,520.78,476.9,0,0
6.84E+07,0,0,440.63,538.84,0,0
6.90E+07,0,0,219.88,441.87,0,0
6.86E+07,0,0,0,134.37,0,0
6.99E+07,0,0,792.51,168.22,0,0
6.94E+07,0,0,686.64,1088.5,0,0
6.84E+07,0,0,591.61,966.45,0,0
6.81E+07,0,0,483.99,706.16,0,0
6.78E+07,0,0,246.11,625.85,0,0
7.03E+07,0,0,774.13,255.1,0,0
6.85E+07,0,0,555.52,1471.5,0,0
6.76E+07,0,0,412.3,1261.6,0,0
7.03E+07,0,0,852.36,40.548,0,0
7.00E+07,0,0,749.06,463,0,0
6.88E+07,0,0,512.72,1781.3,0,0
7.18E+07,0,0,872.86,0,0,0
7.09E+07,0,0,785.62,0,0,0
6.91E+07,0,0,737.87,325.15,0,0
6.98E+07,0,0,760.18,509.22,0,0
7.01E+07,0,0,759.98,932.01,0,0
7.21E+07,0,0,905.32,0,0,0
7.15E+07,0,0,814.36,0,0,0
6.91E+07,0,0,722.76,344.8,0,0
6.98E+07,0,0,764.27,609.71,0,0
6.98E+07,0,0,792.87,1112.1,0,0
7.20E+07,0,0,885.22,0,0,0
7.20E+07,0,0,886.95,0,0,0
7.18E+07,0,0,783.47,0,0,0
6.91E+07,0,0,726.02,257.05,0,0
7.26E+07,0,0,911.43,0,0,0
7.24E+07,0,0,865.35,0,0,0
7.32E+07,0,0,855.24,0,0,0
7.33E+07,0,0,904.43,0,0,0
7.39E+07,0,0,873.24,0,0,0
7.39E+07,0,0,902.45,0,0,0
7.49E+07,0,0,464.73,0,0,0
7.45E+07,0,0,464.31,0,0,0
7.49E+07,0,0,726.14,0,0,0
7.45E+07,0,0,524.49,0,0,0
7.45E+07,0,0,746.21,0,0,0
7.44E+07,0,0,282.71,0,0,0
7.44E+07,0,0,561.28,0,0,0
7.37E+07,0,0,256.78,0,0,0
7.41E+07,0,0,484.22,0,0,0
7.30E+07,0,0,209.47,0,0,0
7.34E+07,0,0,438.73,0,0,0
7.30E+07,0,0,196.75,0,0,0
6.94E+07,0,0,791.71,2188.8,0,0
6.76E+07,0,0,811.66,2946.5,0,0
6.99E+07,0,0,722.53,815.13,0,0
7.02E+07,0,0,720.65,1534.9,0,0
7.00E+07,0,0,740.05,2597.4,0,0
6.85E+07,0,0,747.6,3068.6,0,0
6.98E+07,0,0,700.08,39.504,0,0
7.02E+07,0,0,687.82,356.68,0,0
7.02E+07,0,0,668.04,739.95,0,0
6.99E+07,0,0,656.58,1217.1,0,0
6.78E+07,0,0,657.84,2062,0,0
5.96E+07,0,0,660.26,1.56E+05,0,0
6.88E+07,0,0,700.27,43.873,0,0
7.04E+07,0,0,666.92,49.801,0,0
7.08E+07,0,0,647.04,275.61,0,0
7.02E+07,0,0,620.74,537.52,0,0
6.55E+07,0,0,609.67,862.82,0,0
6.36E+07,0,0,561.69,1.54E+05,0,0
6.82E+07,0,0,692.48,40.036,0,0
6.82E+07,0,0,656.82,43.946,0,0
7.01E+07,0,0,644.35,45.654,0,0
7.04E+07,0,0,605.87,45.149,0,0
6.95E+07,0,0,578.52,150.94,0,0
6.80E+07,0,0,561.11,325.7,0,0
6.58E+07,0,0,494.65,479.07,0,0
6.72E+07,0,0,616.79,34.563,0,0
6.75E+07,0,0,596.17,41.528,0,0
6.91E+07,0,0,579.49,46.232,0,0
6.97E+07,0,0,543.61,49.492,0,0
6.77E+07,0,0,511.5,49.599,0,0
6.74E+07,0,0,474.44,51.175,0,0
6.57E+07,0,0,351.83,94.969,0,0
6.54E+07,0,0,508.21,32.77,0,0
6.63E+07,0,0,492.41,36.813,0,0
6.75E+07,0,0,483.84,41.324,0,0
6.82E+07,0,1.31E+05,439.2,48.89,0,0
6.79E+07,0,0,399.99,59.62,0,0
6.71E+07,0,0,323.41,64.888,0,0
6.76E+07,0,0,478.58,30.501,0,0
6.65E+07,0,0,417.61,29.796,0,0
6.60E+07,0,0,376.28,29.256,0,0
6.69E+07,0,0,353.63,34.106,0,0
6.81E+07,0,4.05E+05,329.62,39.64,0,0
6.81E+07,0,3.35E+05,269.52,42.611,0,0
6.78E+07,0,0,218,55.699,0,0
6.79E+07,0,3.81E+05,44.443,59.067,0,0
6.70E+07,0,0,280.02,55.982,0,0
6.80E+07,0,0,232.55,41.28,0,0
6.80E+07,0,0,193.01,35.441,0,0
6.83E+07,0,3.19E+05,145.12,39.883,0,0
6.84E+07,0,0,80.783,37.116,0,0
6.87E+07,0,2.40E+06,0,54.773,0,0
6.82E+07,0,0,61.351,95.333,0,0
6.82E+07,0,0,3.6092,58.545,0,0
6.80E+07,0,0,0,47.847,0,0
6.77E+07,0,0,0,41.424,0,0
6.77E+07,0,2.04E+06,0,51.373,0,0
7.84E+07,0,0,655.63,0,0,0
7.84E+07,0,2.13E+05,656.39,0,0,0
7.80E+07,0,0,663.47,0,0,0
7.72E+07,0,0,665.63,0,0,0
7.58E+07,0,0,654.9,0,0,0
7.43E+07,0,0,640.28,58.737,0,0
7.26E+07,0,0,626.02,377.76,0,0
7.16E+07,0,0,610.17,766.82,0,0
7.09E+07,0,0,570.34,860.16,0,0
7.02E+07,0,0,499.98,764.55,0,0
6.96E+07,0,0,424.55,647.74,0,0
6.89E+07,0,0,317.25,475.6,0,0
6.86E+07,0,3.75E+05,178.14,360.94,0,0
6.82E+07,0,0,6.4927,268.51,0,0
6.82E+07,0,0,0,184.13,0,0
6.76E+07,0,0,0,75.473,0,0
6.68E+07,0,0,0,52.976,0,0
6.60E+07,0,2.42E+06,0,52.82,0,0
7.88E+07,0,5.40E+05,640.1,5.1039,0,0
7.88E+07,0,2.30E+05,641.54,0,0,0
7.80E+07,0,4.49E+05,640.92,0,0,0
7.72E+07,0,0,624.88,15.881,0,0
7.58E+07,0,0,607.35,164.21,0,0
7.40E+07,0,0,582.36,657.91,0,0
7.23E+07,0,0,544.96,1068.2,0,0
7.06E+07,0,0,510.68,1244.4,0,0
6.97E+07,0,0,453.67,1283.1,0,0
6.87E+07,0,5.91E+05,384.12,1153.8,0,0
6.81E+07,0,5.01E+05,301.91,922.65,0,0
6.80E+07,0,2.09E+06,164.17,731.88,0,0
6.83E+07,0,0,5.2672,550.99,0,0
6.80E+07,0,0,0,351.04,0,0
6.73E+07,0,0,0,183.69,0,0
6.62E+07,0,2.30E+06,0,83.802,0,0
7.96E+07,0,5.08E+05,405.34,787.95,0,0
7.96E+07,0,2.58E+05,444.81,810.51,0,0
7.97E+07,0,3.70E+05,506.84,838.67,0,0
7.97E+07,0,1.67E+05,563.4,942.84,0,0
7.97E+07,0,2.69E+05,590.14,1156.7,0,0
7.97E+07,0,3.74E+05,615.96,1510.1,0,0
7.93E+07,0,4.01E+05,645.04,1651.9,0,0
7.88E+07,0,4.60E+05,663.19,345.08,0,0
7.88E+07,0,5.38E+05,652.99,336.77,0,0
7.84E+07,0,2.60E+05,633.08,325.79,0,0
7.73E+07,0,1.29E+05,613.79,400.59,0,0
7.58E+07,0,0,576.81,849.73,0,0
7.37E+07,0,0,525.04,1255.4,0,0
7.13E+07,0,1.74E+05,468.42,1427.6,0,0
6.97E+07,0,2.40E+06,374.22,1473.7,0,0
6.84E+07,0,2.43E+06,315.19,1397,0,0
6.75E+07,0,2.41E+06,238.53,1264.2,0,0
6.75E+07,0,2.35E+06,134.17,970.21,0,0
6.77E+07,0,3.48E+05,0,744.3,0,0
6.74E+07,0,0,0,575.26,0,0
6.68E+07,0,3.88E+05,0,360.82,0,0
6.48E+07,0,1.79E+06,0,133.35,0,0
7.64E+07,0,2.42E+06,329.74,685.58,0,0
7.64E+07,0,2.40E+06,307.88,768.95,0,0
7.68E+07,0,2.56E+06,292.95,795.4,0,0
7.88E+07,0,2.37E+06,353.38,794.52,0,0
7.96E+07,0,2.37E+06,382.75,739.63,0,0
7.96E+07,0,5.45E+05,416.27,779.34,0,0
7.96E+07,0,3.03E+05,466.15,773.95,0,0
7.97E+07,0,5.59E+05,495.22,761.23,0,0
7.97E+07,0,5.95E+05,523.82,849.24,0,0
7.97E+07,0,5.31E+05,563.37,1603.2,0,0
7.97E+07,0,6.04E+05,590.12,2147,0,0
7.97E+07,0,4.64E+05,624.71,2506,0,0
7.97E+07,0,5.52E+05,657.95,2855.6,0,0
7.90E+07,0,3.96E+05,670.52,2920.5,0,0
7.86E+07,0,3.22E+05,674.68,2788.5,0,0
7.85E+07,0,2.20E+05,683.95,1198.9,0,0
7.85E+07,0,6.06E+05,665.92,672.43,0,0
7.80E+07,0,2.60E+05,630.03,628.03,0,0
7.73E+07,0,5.45E+05,592.88,936.93,0,0
7.58E+07,0,2.40E+06,545.98,1207,0,0
7.33E+07,0,2.05E+06,493.1,1462.3,0,0
7.07E+07,0,2.69E+06,404.87,1573.4,0,0
6.79E+07,0,2.71E+06,308.46,1547.5,0,0
6.70E+07,0,3.10E+06,237.67,1464.6,0,0
6.61E+07,0,2.66E+06,146.53,1342.5,0,0
6.58E+07,0,2.63E+06,0,1028.7,0,0
6.54E+07,0,3.59E+05,0,782.26,0,0
6.40E+07,0,2.29E+06,0,543.2,0,0
7.64E+07,0,2.61E+06,510.71,1039.8,0,0
7.64E+07,0,3.29E+06,458.16,819.77,0,0
7.68E+07,0,2.62E+06,430.47,804.91,0,0
7.72E+07,0,2.39E+06,428.58,898.74,0,0
7.80E+07,0,2.64E+06,444.82,1071.4,0,0
7.88E+07,0,2.65E+06,467.54,868.12,0,0
7.92E+07,0,2.67E+06,487.56,733.07,0,0
7.96E+07,0,2.46E+06,503.97,699.5,0,0
7.97E+07,0,2.42E+06,527.28,733.87,0,0
7.97E+07,0,2.50E+06,553.99,802.35,0,0
7.97E+07,0,2.24E+06,577.54,1440.6,0,0
7.97E+07,0,2.76E+06,604.91,2054.4,0,0
7.98E+07,0,2.10E+06,634.53,2574.6,0,0
7.98E+07,0,2.49E+06,668.68,2884.2,0,0
7.94E+07,0,1.92E+06,686.93,3392.8,0,0
7.90E+07,0,3.92E+05,686.55,3765,0,0
7.86E+07,0,5.52E+05,687.29,3908.6,0,0
7.82E+07,0,5.53E+05,693.47,3549.5,0,0
7.85E+07,0,7.09E+05,691.21,2895,0,0
7.85E+07,0,6.59E+05,674.01,2164.4,0,0
7.85E+07,0,2.50E+06,644.12,1274,0,0
7.81E+07,0,2.51E+06,607.11,791.14,0,0
7.73E+07,0,2.26E+06,567.63,1219.5,0,0
7.55E+07,0,2.74E+06,524.44,1583.8,0,0
7.27E+07,0,2.75E+06,461.42,1641.5,0,0
6.92E+07,0,2.71E+06,392.66,1607.3,0,0
6.40E+07,0,3.16E+06,288.6,1586,0,0
6.18E+07,0,2.70E+06,142.46,8.48E+05,0,0
5.95E+07,0,2.90E+06,0,8.48E+05,0,0
5.76E+07,0,3.11E+06,0,8.48E+05,0,0
5.76E+07,0,3.06E+06,0,8.48E+05,0,0
5.83E+07,0,3.32E+06,0,301.66,0,0
7.91E+07,0,4.36E+06,434.17,919.02,0,0
7.91E+07,0,4.37E+06,496.55,849.39,0,0
7.92E+07,0,3.47E+06,540.91,905,0,0
7.64E+07,0,2.67E+06,567.58,1469.4,0,0
7.64E+07,0,3.56E+06,549.44,1064.1,0,0
7.68E+07,0,2.88E+06,543.47,900.73,0,0
7.72E+07,0,3.34E+06,552.35,912.89,0,0
7.80E+07,0,3.57E+06,571.1,918.36,0,0
7.88E+07,0,3.35E+06,581.58,756.29,0,0
7.92E+07,0,3.59E+06,589.75,642.84,0,0
7.93E+07,0,3.15E+06,600.7,681.83,0,0
7.93E+07,0,2.94E+06,615.51,826.48,0,0
7.93E+07,0,3.41E+06,632.24,1105.5,0,0
7.97E+07,0,3.35E+06,653.15,1172.3,0,0
7.97E+07,0,3.57E+06,673.23,1991.9,0,0
8.01E+07,0,3.15E+06,685.68,2740.3,0,0
8.02E+07,0,3.36E+06,701.49,3336.5,0,0
7.86E+07,0,3.24E+06,692.13,4689.2,0,0
7.86E+07,0,2.81E+06,664.57,3914.1,0,0
7.85E+07,0,2.80E+06,631.56,2720,0,0
7.81E+07,0,2.99E+06,593.3,1736,0,0
7.81E+07,0,3.44E+06,550.86,1418.1,0,0
7.69E+07,0,3.22E+06,494.79,1370.9,0,0
7.55E+07,0,3.67E+06,423.78,1611.3,0,0
7.34E+07,0,3.44E+06,328.36,1739,0,0
6.51E+07,0,3.87E+06,171.62,1668,0,0
6.11E+07,0,3.41E+06,0,1666.4,0,0
6.13E+07,0,3.87E+06,0,8.49E+05,0,0
7.90E+07,0,4.83E+06,378.61,121.63,0,0
7.90E+07,0,4.06E+06,436.23,228.14,0,0
7.90E+07,0,4.03E+06,470.7,413.74,0,0
7.87E+07,0,4.26E+06,556.69,730.98,0,0
7.87E+07,0,4.05E+06,603.57,751.64,0,0
7.88E+07,0,3.37E+06,631.05,749.13,0,0
7.88E+07,0,3.40E+06,639.56,800.94,0,0
7.80E+07,0,4.18E+06,542.33,694.18,0,0
7.84E+07,0,4.42E+06,538.11,653.97,0,0
7.88E+07,0,3.71E+06,524.52,604.19,0,0
7.92E+07,0,4.19E+06,474.04,525.57,0,0
7.92E+07,0,4.18E+06,351.24,506.31,0,0
7.97E+07,0,4.72E+06,258.63,585.94,0,0
7.97E+07,0,5.02E+06,29.064,652.86,0,0
7.86E+07,0,4.01E+06,567,5260.9,0,0
7.86E+07,0,3.53E+06,600.54,4561,0,0
7.85E+07,0,3.75E+06,560.48,3356.5,0,0
7.81E+07,0,3.74E+06,504.37,1852.4,0,0
7.77E+07,0,3.73E+06,443.9,1430.1,0,0
7.70E+07,0,4.43E+06,346.02,1429.7,0,0
7.62E+07,0,3.07E+06,46.864,1609.9,0,0
7.88E+07,0,5.09E+06,319.88,15.034,0,0
7.89E+07,0,4.83E+06,419.89,18.819,0,0
7.89E+07,0,4.33E+06,513.77,48.294,0,0
7.89E+07,0,4.31E+06,526.39,71.884,0,0
7.90E+07,0,4.05E+06,530.45,135.52,0,0
7.86E+07,0,3.56E+06,552.8,208.48,0,0
7.87E+07,0,3.29E+06,608.15,401.72,0,0
7.87E+07,0,3.08E+06,631.76,607.44,0,0
7.87E+07,0,3.08E+06,638.65,600.29,0,0
7.88E+07,0,3.72E+06,612.48,553.43,0,0
7.92E+07,0,3.91E+06,441.17,589.08,0,0
7.76E+07,0,4.87E+06,0,585.99,0,0
7.84E+07,0,4.60E+06,0,412.26,0,0
7.82E+07,0,4.72E+06,342.49,3656.9,0,0
7.74E+07,0,4.20E+06,344.38,1936,0,0
7.70E+07,0,3.93E+06,281.49,1403.5,0,0
7.59E+07,0,3.46E+06,13.859,1441.5,0,0
7.56E+07,0,8.97E+06,858.88,1.327,0,0
7.57E+07,0,8.97E+06,930.06,1.327,0,0
7.57E+07,0,8.87E+06,1008.5,0.5308,0,0
7.57E+07,0,8.95E+06,1074.8,0.2654,0,0
7.54E+07,0,8.84E+06,1077.3,0.2654,0,0
7.91E+07,0,5.89E+06,325.48,19.379,0,0
7.87E+07,0,5.60E+06,384.95,18.947,0,0
7.87E+07,0,5.06E+06,417.55,20.347,0,0
7.88E+07,0,4.56E+06,501.68,19.81,0,0
7.88E+07,0,4.54E+06,550.76,16.683,0,0
7.89E+07,0,4.53E+06,579.82,27.129,0,0
7.85E+07,0,3.84E+06,592.72,51.823,0,0
7.85E+07,0,3.14E+06,612.07,81.191,0,0
7.86E+07,0,3.34E+06,618.89,77.618,0,0
7.86E+07,0,3.49E+06,620.92,101.38,0,0
7.86E+07,0,3.38E+06,615.83,237.17,0,0
7.87E+07,0,3.61E+06,568.14,400.66,0,0
7.91E+07,0,3.05E+06,353.34,339.12,0,0
7.91E+07,0,4.20E+06,0,224.98,0,0
7.88E+07,0,4.47E+06,0,74.044,0,0
7.56E+07,0,8.95E+06,1100.1,1.1943,0,0
7.57E+07,0,8.93E+06,1106.9,1.327,0,0
7.53E+07,0,8.82E+06,1084.8,1.0616,0,0
7.50E+07,0,8.91E+06,1046.1,0.5308,0,0
7.47E+07,0,8.83E+06,991.27,0.5308,0,0
7.40E+07,0,8.71E+06,932.54,0.3981,0,0
7.69E+07,0,4.12E+06,320.57,14.683,0,0
7.82E+07,0,5.38E+06,315.36,19.275,0,0
7.82E+07,0,5.12E+06,347.03,21.028,0,0
7.86E+07,0,4.87E+06,416.75,20.57,0,0
7.87E+07,0,4.61E+06,478.79,20.74,0,0
7.87E+07,0,4.34E+06,537.55,20.975,0,0
7.83E+07,0,4.58E+06,578.58,21.263,0,0
7.84E+07,0,4.07E+06,591.67,20.897,0,0
7.84E+07,0,3.39E+06,594.02,21.268,0,0
7.85E+07,0,3.32E+06,583.94,31.509,0,0
7.85E+07,0,3.97E+06,573.96,46.942,0,0
7.85E+07,0,4.06E+06,544.72,72.437,0,0
7.87E+07,0,4.04E+06,0,165.47,0,0
7.60E+07,0,9.18E+06,759.54,1.1943,0,0
7.56E+07,0,9.21E+06,500.27,1.0616,0,0
7.46E+07,0,9.09E+06,319.83,0.79621,0,0
7.39E+07,0,9.09E+06,743.28,0.6635,0,0
7.29E+07,0,9.00E+06,727.04,0.5308,0,0
7.19E+07,0,8.91E+06,653.45,0.3981,0,0
7.16E+07,0,8.78E+06,570.82,0.77701,0,0
7.93E+07,0,7.60E+06,271.21,15.38,0,0
7.93E+07,0,7.75E+06,373.22,16.296,0,0
7.94E+07,0,7.65E+06,432.56,17.277,0,0
7.90E+07,0,3.42E+06,456.18,19.005,0,0
7.86E+07,0,2.77E+06,461.99,21.36,0,0
7.79E+07,0,2.56E+06,455.15,22.368,0,0
7.68E+07,0,2.77E+06,440.69,23.454,0,0
7.54E+07,0,3.63E+06,420.94,17.287,0,0
7.54E+07,0,5.30E+06,431.05,16.829,0,0
7.58E+07,0,5.36E+06,440.51,18.177,0,0
7.66E+07,0,5.64E+06,442.22,20.191,0,0
7.70E+07,0,5.41E+06,468.91,21.329,0,0
7.78E+07,0,5.14E+06,491.05,22.834,0,0
7.78E+07,0,4.85E+06,516.15,23.815,0,0
7.79E+07,0,4.32E+06,544.22,22.807,0,0
7.79E+07,0,3.83E+06,557.07,23.382,0,0
7.80E+07,0,3.80E+06,553.75,22.676,0,0
7.80E+07,0,4.18E+06,539.45,21.629,0,0
7.80E+07,0,4.60E+06,513.39,24.597,0,0
7.81E+07,0,4.12E+06,449.39,32.002,0,0
7.88E+07,0,5.44E+06,286.05,45.915,0,0
