0.0023165,0
0.0023165,0
0.0023165,0
0.0023165,0
0.0023165,0
0.0023165,0
0.0023165,0
0.0023165,0
0.0023165,0
0.0023165,0
0.0023165,0
0.0023165,0
0.0023165,0
0.0023165,0
0.0023165,0
0.0023165,0
0.0023165,0
0.0023165,0
0.0023165,0
0.0023165,0
0.0023165,0
0.0023165,0
0.0023165,0
0.0023165,0
0.0023165,0
0.0023165,0
0.0023165,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0,0
0,0
0,0
0,0
0,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0,0
0,0
0,0
0,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0,0
0,0
0,0
0,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0.0034535,0
0,0
0,0
0,0
0,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.00015349,0
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.00015349,0
0.00015349,0
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.00015349,0
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.0013891,0.0054236
0.0012,0
0.0012,0
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
0.022448,0.036546
