TARGET_FID,POINT_X,POINT_Y,class_new,h,m,s,u,MIN_depth,MAX_depth,RANGE_depth,MEAN_depth,STD_depth,DIST_NEW,BLOCK10_ID,OVER_LAND,dist_notes,depth_notes,MPA,PLATFORM,NAVIGATION,ANCHORAGE,MILITARY,OTHER,Status,Descriptio,trawlable,rec_fish,outfall,halibut,class_old,mussel.upfront.cost,mussel.yield ,mussel.annual.operating.costs,mussel.annual.profit,mussel.10.year.NPV ,kelp.yield,kelp.annual.operating.cost,kelp.upfront.cost ,kelp.10.year.NPV ,fish.yield,fish.annual.operating.costs,fish.price,fish.annual.revenue,halibut.10.year.NPV ,res_views_8k,res_views_3k,park_view_3k,park_views_8k,TOC.flux ,disease.risk 
18948,-117.2562541,32.8607576,undev,0.122381002,,0.5611123,0.316507094,-8.100000381,0,8.100000381,-2.377941182,2.046219308,13578.85889,842,,,,Y,,,,,,Closed,state outside CHTG,N,no, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19216,-118.5257566,32.89368061,undev,0.628647451,,0.029826896,0.341525199,-18.70000076,-3.5,15.20000076,-9.44259255,4.010938808,111372.8504,850,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,81.02159701,0,0,0,0,0,
19223,-118.4510427,32.89267309,undev,0.031125201,,,0.968874797,-9.899999619,-0.5,9.399999619,-4.199999928,3.16964762,95578.84844,849,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19224,-118.4403695,32.89252509,undev,0.119742,,,0.880258179,-104.1999969,-0.100000001,104.0999969,-27.41734676,23.17662425,94944.10737,849,,,,,,,,Y,,Closed,state outside CHTG,N,no, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19330,-117.3092821,32.87107564,Fish,0.023,,0.977,,-92.59999847,-79,13.59999847,-84.93472232,2.840513612,14577.121,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,2026735.212,13255724.31,8,2958157.392,0,"1,562.78",0,0,0,0.62235114,
19331,-117.2986146,32.87081895,Fish,0.002,,0.98,0.018,-85.90000153,-69.09999847,16.80000305,-81.78484847,2.789522317,14162.90708,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,2017571.82,13238957.47,8,2901617.095,60.42482366,"1,402.42",0,0,0,0.638260936,
19334,-117.2666125,32.87004276,undev,0.15944188,,0.840558519,,-50.70000076,-9.800000191,40.90000057,-28.20694455,10.93669706,14059.36328,842,,,,Y,,,,,,Closed,state outside CHTG,N,no, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19335,-117.2559453,32.869782,undev,0.120137158,,0.731528478,0.148333782,-11,-0.100000001,10.9,-5.144999995,3.366997914,14457.60836,842,,,,Y,,,,,,Closed,state outside CHTG,N,no, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19602,-118.5362653,32.90284717,undev,0.584772958,,0.344737424,0.070490195,-32,-0.100000001,31.9,-11.67340429,6.747185029,110142.1276,850,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19609,-118.4615428,32.90184666,undev,0.025337824,,,0.974662186,-13.39999962,-2.799999952,10.59999967,-6.459999943,3.874841817,96140.01123,849,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19610,-118.4508683,32.90169967,undev,0.124025628,,,0.87597452,-118.5,-0.100000001,118.4,-35.28631556,28.07514192,95575.55665,849,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19721,-117.2663049,32.87906708,undev,,,1,,-44.79999924,-9.100000381,35.69999886,-25.97196966,8.843310313,15059.36328,842,,,,Y,,,,,,Closed,state outside CHTG,N,no, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19722,-117.2556365,32.8788063,undev,0.018493499,,0.858487297,0.123019002,-11,-0.100000001,10.9,-4.732038816,3.217706273,15425.97583,842,,,,Y,,,,,,Closed,state outside CHTG,N,no, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19987,-118.5574526,32.91215049,undev,0.093266802,,0.578540282,0.328192994,-91.40000153,-26.29999924,65.10000229,-45.97499988,15.28772426,108114.3164,850,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19988,-118.5467765,32.91201263,undev,0.655617241,,0.341014324,0.00336903,-34.90000153,-7.900000095,27.00000143,-19.48777773,8.966329976,108533.6598,850,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19995,-118.4720453,32.91101913,undev,0.025588701,,,0.974411191,-20.70000076,-4.699999809,16.00000095,-11.84000015,5.349990992,96735.75745,849,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19996,-118.4613695,32.91087314,undev,0.119617278,,,0.880382914,-382.7000122,-3.200000048,379.5000122,-45.87978701,47.19544457,96127.15068,849,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20108,-117.2659971,32.88809128,NoFish,0,,1,,-52.29999924,-6.199999809,46.09999943,-20.21736108,10.80609609,16059.36328,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,3941300,2679723.298,2182249.468,6660837.416,47491920.93,153069,1567337.244,2978250,-11534938.01,0,0,0,0,0,620.7329136,22.12467679,0,22.12467679,0,
20109,-117.2553275,32.88783047,undev,0.000169755,,0.692703009,0.307128012,-6.900000095,-0.600000024,6.300000072,-3.811111064,1.760892008,16390.17947,842,,,,Y,,,,,,Closed,state outside CHTG,N,no, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20374,-118.5572901,32.92117698,undev,0.353041568,,0.646762297,0.000195398,-55.59999847,-10.19999981,45.39999866,-32.59166665,11.22724662,107114.3164,850,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20375,-118.5466128,32.92103911,undev,0.605073564,,0.077296523,0.31762933,-27.20000076,-6.400000095,20.80000067,-10.05121946,3.996347223,107415.4382,850,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20381,-118.4825502,32.92019051,undev,0.139923904,,,0.860075068,-75.90000153,-0.100000001,75.80000152,-22.45813957,19.48807919,97588.12698,849,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20382,-118.4718732,32.92004552,undev,0.09433122,,,0.905668676,-425.2999878,-0.100000001,425.1999878,-76.47570062,82.04358776,96765.30427,849,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20494,-117.2763602,32.89737519,All,0,,0.99,0.01,-76.19999695,-25,51.19999695,-48.85867746,8.016394818,16651.3577,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,3941300,2871613.833,2214630.867,7261694.781,52131582.24,149583,1567477.322,2978250,-11616773.56,1939214.639,13218061.81,8,2295655.301,791.1831074,953.3597159,7.486587852,516931,516938.4866,0.656106106,
20495,-117.2656893,32.89711537,undev,0,,1,,-28.20000076,-5,23.20000076,-14.955303,6.353504368,17059.36328,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20496,-117.2550185,32.89685453,undev,0.0133905,,0.617488973,0.369120985,-5.5,-0.100000001,5.399999999,-3.039999986,1.674220813,17380.37456,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20761,-118.5571276,32.93020336,undev,0.312051997,,0.556862003,0.13108604,-56.90000153,-6.400000095,50.50000143,-30.76805563,17.17095688,106114.3164,850,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20762,-118.5464491,32.93006547,undev,0.436793,,0.000513129,0.562693662,-8.199999809,-3.5,4.699999809,-5.961290352,1.322918949,106419.0012,850,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20767,-118.4930575,32.92936078,undev,0.18075892,,,0.819240296,-88.59999847,-0.100000001,88.49999847,-24.79259239,21.49269333,97396.30864,849,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20768,-118.4823792,32.92921679,undev,0.041206189,,,0.958794522,-454.5,-0.100000001,454.4,-183.6388893,163.0302194,97156.7873,849,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20881,-117.2760536,32.90639919,All,,,0.992,0.008,-54.09999847,-16.89999962,37.19999886,-38.64015133,10.2993884,17651.35771,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,3941300,2847000,2214092.068,7181007.932,51508539.77,154140,1568032.444,2978250,-11515496.23,2009709.877,13258540.51,8,2819138.502,625.2906523,904.8942606,4.641142905,516931,516935.6411,0.691626324,
20882,-117.2653815,32.90613934,undev,0,,1,,-22.60000038,-2.200000048,20.40000033,-10.36041666,5.300356647,18059.36328,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20883,-117.2547094,32.90587848,undev,0.00156238,,0.434808999,0.563628018,-4.300000191,-0.100000001,4.200000189,-1.715999999,1.238767127,18306.41262,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21147,-118.5676447,32.93936652,undev,0.000120621,,0.571729471,0.428149983,-96.30000305,-36,60.30000305,-67.63718988,19.70091294,104700.0977,850,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21149,-118.5462854,32.93909173,undev,0.149019901,,,0.850980671,-4.5,-3.200000048,1.299999952,-3.824999988,0.506828346,105671.5562,850,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21153,-118.5035672,32.93852995,undev,0.118097422,,,0.881902869,-34.5,-0.100000001,34.4,-14.75227269,10.03207328,96801.85797,849,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21154,-118.4928877,32.93838696,undev,0.061007202,,,0.938992418,-346,-7.199999809,338.8000002,-117.5374998,118.6388334,96598.71484,849,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21267,-117.2864202,32.91568193,undev,0.005931545,,0.918774977,0.075294456,-80.59999847,-49,31.59999847,-59.47424233,8.178858624,18748.69346,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,663.8992731,0,0,0,0,0,
21268,-117.2757468,32.91542308,All,,,0.99,0.01,-51.70000076,-14.19999981,37.50000095,-31.26033052,12.88932854,18651.35771,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,3941300,2806901.408,2210311.235,7052463.412,50515953.07,146517,1568209.084,2978250,-11693448.55,1937209.874,13299019.21,8,2198659.778,319.6852633,883.2677213,7.182976902,1946677,1946684.183,0.657109086,
21269,-117.2650735,32.9151632,undev,0.185980636,,0.814019315,,-16.39999962,0,16.39999962,-6.990151532,4.765800853,19059.36328,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21270,-117.2544003,32.91490231,undev,0.054347338,,0.104552243,0.841100991,-1.299999952,-0.600000024,0.699999928,-0.880000007,0.278567745,19203.75462,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,669.1429204,0,0,0,0,0,
21533,-118.5781643,32.94852857,undev,0.009240683,,0.273096957,0.717661977,-96.59999847,-42.5,54.09999847,-81.62430551,14.98409456,103285.8789,850,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21534,-118.5674833,32.94839268,undev,0.364762658,,0.612211106,0.023026108,-79.90000153,-7.5,72.40000153,-39.18333322,13.73513066,103700.0977,850,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21535,-118.5568024,32.94825578,undev,0.674327853,,0.109203921,0.21646806,-25.5,-1.899999976,23.60000002,-8.907692261,6.086306465,104128.1226,850,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21539,-118.5140793,32.94769802,undev,0.089057401,,,0.910942604,-26.5,-0.100000001,26.4,-9.51875006,8.207406686,96034.61345,850,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21540,-118.5033986,32.94755603,undev,0.110890001,,,0.889109456,-138,-3.799999952,134.2,-40.79248107,28.38922944,96000.63646,849,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21653,-117.2967892,32.9249636,undev,0.077197759,,0.922802713,,-85.80000305,-54.09999847,31.70000458,-71.19166626,9.107706256,20162.90684,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,429.651343,0,0,0,0,0,
21654,-117.2861146,32.92470573,All,,,1.000000205,,-66.69999695,-44,22.69999695,-52.3229168,3.590084976,19748.69346,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,All,3941300,2855157.593,2270614.742,7151405.315,51279956.22,150591,1577722.61,2978250,-11672534.43,2003887.825,13465062.84,8,2566039.759,673.4773883,878.1960666,9.468881831,1429746,1429755.469,0.663403904,
21655,-117.27544,32.92444685,undev,,,0.866482461,0.133517995,-47.70000076,-13.10000038,34.60000038,-23.43106064,10.82688942,19651.35771,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,37.07825403,0,0,0,0,0,
21656,-117.2647655,32.92418695,undev,0.154434799,,0.82601782,0.019546799,-13.80000019,-0.400000006,13.40000018,-6.084496133,4.624646658,20050.06995,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21920,-118.578004,32.95755464,undev,0.409315357,,0.511897216,0.07878826,-84.19999695,-9.5,74.69999695,-48.27272732,21.43364335,102285.8789,850,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21921,-118.5673219,32.95741874,undev,0.769293776,,0.078561792,0.152145013,-41.09999847,-1.799999952,39.29999852,-10.83962264,9.502201223,102736.0468,850,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21922,-118.5566398,32.95728183,undev,0.195690796,,,0.804309011,-5.5,-1.100000024,4.399999976,-3.422222204,1.301945339,103321.1882,850,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21926,-118.5139118,32.956724,undev,0.163419293,,,0.836579922,-74.90000153,-0.100000001,74.80000152,-28.02804863,15.9739442,95318.61044,850,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22039,-117.3071606,32.93424418,undev,0.125659071,,0.874341554,,-87.80000305,-64.19999695,23.6000061,-76.75151513,7.678694519,21577.1208,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,227.0259036,0,0,0,0,0,
22040,-117.2964847,32.9339873,undev,0.197497265,,0.802502796,,-65.80000305,-46.5,19.30000305,-60.36611598,5.662134262,21162.90684,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,563.2750865,0,0,0,0,0,
22041,-117.2858089,32.93372941,undev,0.015744981,,0.891080718,0.093174782,-53.70000076,-21.79999924,31.90000153,-43.74090907,7.456194943,20748.69346,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,590.3878727,0,0,0,0,0,
22042,-117.2751331,32.9334705,undev,,,0.859408777,0.140590897,-26.60000038,-12.30000019,14.30000019,-17.10826454,3.255626824,20651.35771,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22043,-117.2644574,32.93321058,undev,0.021811336,,0.809886176,0.168302116,-13.30000019,-0.400000006,12.90000018,-4.393203849,3.49721832,20997.05972,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22306,-118.5885272,32.96671548,undev,0.419170309,,0.374430624,0.206399672,-80,-38.09999847,41.90000153,-61.53636363,12.28196063,100871.6602,850,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22307,-118.5778438,32.96658059,undev,0.903949909,,0.043271005,0.052779234,-44,-2.200000048,41.79999995,-15.43712118,13.53716218,101300.1651,850,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,57.53781935,0,0,0,0,0,
22308,-118.5671605,32.96644468,undev,0.190916002,,,0.80908409,-6.699999809,-1.799999952,4.899999857,-4.158333282,1.289998908,101901.8663,850,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22312,-118.5244275,32.96589087,undev,0.155202996,,,0.844797416,-52.59999847,-0.100000001,52.49999847,-21.93809509,14.57236367,94644.49878,850,,,,,,,,Y,,Closed,state outside CHTG,N,no, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22313,-118.5137444,32.96574987,undev,0.034428898,,,0.965571733,-338.3999939,-8.399999619,329.9999943,-128.4386361,108.1615483,94427.15234,850,,,,,,,,Y,,Closed,state outside CHTG,N,no, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22426,-117.3068573,32.9432678,undev,0.115895723,,0.784656132,0.099448127,-78.09999847,-52.70000076,25.39999771,-68.6611113,5.133700182,22577.1208,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,398.0792385,0,0,0,0,0,
22427,-117.2961802,32.9430109,undev,0.104624657,,0.602679871,0.292695597,-64.90000153,-44.20000076,20.70000076,-49.93787887,6.691520387,22162.90684,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,570.6384621,0,0,0,0,0,
22428,-117.2855031,32.94275298,undev,,,0.864313759,0.13568644,-45.09999847,-17.5,27.59999847,-34.67777797,10.73353048,21748.69346,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,363.5459229,0,0,0,0,0,
22429,-117.2748262,32.94249405,undev,0.001,,0.946,0.053,-20.70000076,-3.799999952,16.90000081,-14.20303029,3.954340569,21651.35771,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22430,-117.2641493,32.9422341,undev,0.090352063,,0.508108519,0.401538998,-5.800000191,-0.600000024,5.200000167,-2.575999978,1.298290149,21918.08281,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22692,-118.5990527,32.97587523,undev,0.01749572,,0.115294121,0.867210016,-87.19999695,-67.30000305,19.8999939,-81.4354167,5.046361289,99457.44141,850,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22693,-118.5883681,32.97574134,undev,0.447955074,,0.436867909,0.115177087,-72.69999695,-10.30000019,62.39999676,-41.25227236,17.15266307,99871.66016,850,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22694,-118.5776835,32.97560643,undev,0.646809995,,,0.353189519,-13.60000038,-1.299999952,12.30000043,-6.851898714,3.275990921,100236.1722,850,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22698,-118.5349456,32.97505663,undev,0.196896437,,,0.803103396,-71.69999695,-0.100000001,71.59999695,-18.0949999,17.80511079,94010.44763,850,,,,,,,,Y,,Closed,state outside CHTG,N,no, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22699,-118.5242612,32.97491664,undev,0.0567421,,,0.943258133,-140.8999939,-0.100000001,140.7999939,-54.4819444,30.58682929,93841.37109,850,,,,,,,,Y,,Closed,state outside CHTG,N,no, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22813,-117.3065538,32.95229131,undev,0.0740948,,0.925905027,,-79.30000305,-52.5,26.80000305,-63.58194481,7.387486423,23577.1208,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,502.0659489,0,0,0,0,0,
22814,-117.2958755,32.95203438,All,0.031,,0.969,,-53.09999847,-41.70000076,11.39999771,-46.34924253,3.158789891,23162.90684,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,3941300,2855157.593,2241233.515,7180786.542,51506830.26,150654,1570209.883,2978250,-11613063.74,2000810.754,13481640.86,8,2524845.178,475.2349844,"1,425.60",52.83919168,0,52.83919168,0.671141419,
22815,-117.2851973,32.95177644,NoFish,,,1,,-44.79999924,-15.10000038,29.69999886,-25.23611116,8.567684851,22748.69346,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,3941300,2740819.756,2213117.933,6831587.261,48810405.97,136080,1569549.466,2978250,-11945573.87,0,0,0,0,0,"1,326.67",366.0621105,1429746,1430112.062,0,
22816,-117.2745192,32.95151748,undev,0.089657652,,0.905711327,0.004630618,-17.29999924,-1.5,15.79999924,-10.61969701,5.721999586,22651.35771,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22817,-117.2638411,32.9512575,undev,0.127392276,,0.149163597,0.723444998,-3,-0.400000006,2.599999994,-1.319999996,0.65935033,22802.81076,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,483.639274,0,0,0,0,0,
23078,-118.6095806,32.98503387,undev,,,,0.999999985,-94.5,-76.40000153,18.09999847,-88.22809929,5.193021831,98204.76797,850,,,,,,,,Y,,Closed,state outside CHTG,N,no, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23079,-118.5988948,32.98490099,undev,,,0.105132853,0.894866778,-87.19999695,-49,38.19999695,-74.70378824,9.935835111,98457.44141,850,,,,,,,,Y,,Closed,state outside CHTG,N,no, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23080,-118.588209,32.98476709,undev,0.541359721,,0.377448942,0.081191865,-49.59999847,-6,43.59999847,-29.19090913,16.80786426,98871.66016,850,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23081,-118.5775232,32.98463216,undev,0.507925987,,,0.492074013,-8.199999809,-0.100000001,8.099999808,-3.551923059,2.178168792,99209.40552,850,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23084,-118.5454661,32.9842213,undev,0.172581702,,,0.827418767,-22,-0.100000001,21.9,-6.755999994,5.917978045,93420.62025,850,,,,,,,,Y,,Closed,state outside CHTG,N,no,Y,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23085,-118.5347805,32.98408231,undev,0.041590199,,,0.958410216,-83,-0.100000001,82.9,-45.34198523,26.08891761,93253.90625,850,,,,,,,,Y,,Closed,state outside CHTG,N,no,Y,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23200,-117.3062504,32.9613147,All,0.021,,0.979,,-76.90000153,-52.70000076,24.20000076,-61.75681822,3.58896044,24577.1208,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,3941300,2913596.491,2305131.23,7309737.191,52502552.99,139293,1579310.375,2978250,-11946515.22,2006473.489,13660511.3,8,2391276.609,502.5968181,"1,500.70",0,0,0,0.637729041,
23201,-117.2955709,32.96105775,All,0.004,,0.996,,-53.70000076,-23.89999962,29.80000114,-43.93718994,9.605758734,24162.90684,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,3941300,2760249.307,2225977.214,6882845.501,49206208.52,117621,1547201.032,2978250,-12200611.7,2003498.146,13522119.56,8,2505865.614,353.5865716,"1,496.59",106.0950599,0,106.0950599,0.677606625,
23202,-117.2848914,32.96079978,undev,,,1,,-26,-14.89999962,11.10000038,-19.32499998,3.086612665,23748.69346,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23203,-117.2742121,32.96054079,undev,0.230173433,,0.768467585,0.001358463,-15.89999962,-0.400000006,15.49999961,-7.561739067,5.792327454,23639.25185,842,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
